B,n,snr,icc,rho,method,j,sd,bias,mse,coverage,n_rep_used,mean_Nj,min_Nj
30,1000,0.3,0.2,0.8,ours,5,0.0691845100195466,-0.002110389765462285,0.004767017689473689,0.93,200,765.375,718.0
30,1000,0.3,0.2,0.8,ours,6,0.07767842697257533,-0.0016864247017768985,0.006006612355123813,0.925,200,715.645,667.0
30,1000,0.3,0.2,0.8,ours,7,0.07499407601965082,-0.005782424801275804,0.005629427317433369,0.945,200,670.355,620.0
30,1000,0.3,0.2,0.8,ours,8,0.08151464702497563,-0.0032197515924152187,0.006621781291525195,0.94,200,626.46,578.0
30,1000,0.3,0.2,0.8,ours,9,0.08595985435225725,-0.0014985426348061096,0.007354396707488304,0.94,200,585.01,527.0
30,1000,0.3,0.2,0.8,ours,10,0.0899427742899283,-0.002697468886380817,0.008056530472127135,0.955,200,546.74,493.0
30,1000,0.3,0.2,0.8,ours,11,0.09263850838450753,-0.0027524017160232496,0.008546559484734307,0.96,200,511.34,460.0
30,1000,0.3,0.2,0.8,ours,12,0.09663081939697203,-0.0008823458956922181,0.00929160621532322,0.94,200,478.84,429.0
30,1000,0.3,0.2,0.8,ours,13,0.0973014663919953,0.007603683414161081,0.009478053486685218,0.945,200,447.19,404.0
30,1000,0.3,0.2,0.8,ours,14,0.09818046736296158,0.010105484802162832,0.009693327973838262,0.97,200,418.615,375.0
30,1000,0.3,0.2,0.8,ours,15,0.09942111884006417,0.00426216929637651,0.009853302164164086,0.955,200,391.735,353.0
30,1000,0.3,0.2,0.8,ours,16,0.10370736144554778,0.004047456144097434,0.010717822635145894,0.975,200,366.905,326.0
30,1000,0.3,0.2,0.8,ours,17,0.10830464095805646,0.002332577903062865,0.011676686696462109,0.965,200,343.39,298.0
30,1000,0.3,0.2,0.8,ours,18,0.11033535902850332,-0.0004992461438783813,0.012113271241401163,0.965,200,321.315,278.0
30,1000,0.3,0.2,0.8,ours,19,0.11693514179213663,0.003999041410395797,0.013621450581219424,0.955,200,300.38,255.0
30,1000,0.3,0.2,0.8,ours,20,0.1260998214704251,0.002915213487675717,0.01583015761967744,0.96,200,281.09,240.0
30,1000,0.3,0.2,0.8,ours,21,0.12788604167984688,0.01266195257615728,0.01643339050129769,0.96,200,262.495,220.0
30,1000,0.3,0.2,0.8,ours,22,0.14001190312234432,0.004665003374336588,0.0195270786073436,0.94,200,245.79,209.0
30,1000,0.3,0.2,0.8,ours,23,0.14712826119588363,0.0015664234409974618,0.02154094529870804,0.94,200,230.375,194.0
30,1000,0.3,0.2,0.8,ours,24,0.15525082364546738,-0.0010543610027109991,0.02398341582850707,0.92,200,215.395,182.0
30,1000,0.3,0.2,0.8,ours,25,0.1530654885752716,0.0086758315274194,0.023387168626514843,0.93,200,201.605,167.0
30,1000,0.3,0.2,0.8,ours,26,0.1563103580067479,0.010916290273599343,0.024429928773434192,0.965,200,188.4,160.0
30,1000,0.3,0.2,0.8,ours,27,0.1595750984746386,0.012220600451851683,0.025486234068328447,0.945,200,176.075,146.0
30,1000,0.3,0.2,0.8,ours,28,0.15392877041107766,0.018217547600973244,0.02390747506905865,0.96,200,164.54,134.0
30,1000,0.3,0.2,0.8,ours,29,0.17044343624361766,0.005354815797826085,0.02893438418596815,0.925,200,153.755,127.0
30,1000,0.3,0.2,0.8,ours,30,0.1851828955506877,0.007521038121592831,0.03417780729494069,0.925,200,143.64,118.0
30,1000,0.3,0.2,0.8,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.3,0.2,0.8,naive,2,0.03822013807720669,0.02631829187208008,0.0021461275469315372,1.0,200,935.49,917.0
30,1000,0.3,0.2,0.8,naive,3,0.05334405939532739,0.04350589972438868,0.004724124040236918,1.0,200,874.845,842.0
30,1000,0.3,0.2,0.8,naive,4,0.06495159663074121,0.06799890346807462,0.008821467228218631,0.955,200,818.36,785.0
30,1000,0.3,0.2,0.8,naive,5,0.07677101060952501,0.08659634779191833,0.013363246580556645,0.89,200,765.375,718.0
30,1000,0.3,0.2,0.8,naive,6,0.0823840085911819,0.10296250224009686,0.017354466114736126,0.825,200,715.645,667.0
30,1000,0.3,0.2,0.8,naive,7,0.07884275322026063,0.11332638810831032,0.01902796907834954,0.855,200,670.355,620.0
30,1000,0.3,0.2,0.8,naive,8,0.08532463204375895,0.13056269465970996,0.024290508606040494,0.78,200,626.46,578.0
30,1000,0.3,0.2,0.8,naive,9,0.08868417262523096,0.14465962071828511,0.028751963928208762,0.75,200,585.01,527.0
30,1000,0.3,0.2,0.8,naive,10,0.09261139915802448,0.15314990434882245,0.03198888009979037,0.705,200,546.74,493.0
30,1000,0.3,0.2,0.8,naive,11,0.094759077175627,0.1643211687780308,0.035935832802218626,0.66,200,511.34,460.0
30,1000,0.3,0.2,0.8,naive,12,0.10063041713220391,0.17602260131541367,0.04105980462178542,0.685,200,478.84,429.0
30,1000,0.3,0.2,0.8,naive,13,0.10317619671161116,0.193589841842209,0.04806912779452522,0.615,200,447.19,404.0
30,1000,0.3,0.2,0.8,naive,14,0.10339454254113924,0.20457934007609047,0.052489685656123664,0.595,200,418.615,375.0
30,1000,0.3,0.2,0.8,naive,15,0.10574994076106747,0.20533879117689466,0.05329115388310278,0.61,200,391.735,353.0
30,1000,0.3,0.2,0.8,naive,16,0.1085970786715196,0.21366367742445994,0.05738652591905195,0.615,200,366.905,326.0
30,1000,0.3,0.2,0.8,naive,17,0.1084459057855524,0.21892115840984253,0.05962818550874804,0.605,200,343.39,298.0
30,1000,0.3,0.2,0.8,naive,18,0.11078417763397086,0.22472357955648004,0.06271245555264265,0.61,200,321.315,278.0
30,1000,0.3,0.2,0.8,naive,19,0.11399650198214038,0.23599185430022246,0.06862238174790074,0.565,200,300.38,255.0
30,1000,0.3,0.2,0.8,naive,20,0.11716726794853462,0.23859224885286545,0.07058578904779876,0.57,200,281.09,240.0
30,1000,0.3,0.2,0.8,naive,21,0.11671561773010354,0.2540124533589288,0.07807674920643104,0.55,200,262.495,220.0
30,1000,0.3,0.2,0.8,naive,22,0.12842667736666127,0.2523032976458589,0.08006789840511817,0.58,200,245.79,209.0
30,1000,0.3,0.2,0.8,naive,23,0.13666543742137602,0.25465289019964044,0.0834321490636783,0.56,200,230.375,194.0
30,1000,0.3,0.2,0.8,naive,24,0.14498815882577468,0.2560059252224937,0.08645549211771467,0.595,200,215.395,182.0
30,1000,0.3,0.2,0.8,naive,25,0.14200395689185263,0.2675514558792845,0.09164807969720315,0.605,200,201.605,167.0
30,1000,0.3,0.2,0.8,naive,26,0.14566825825437685,0.27431092700144477,0.09635962992794149,0.6,200,188.4,160.0
30,1000,0.3,0.2,0.8,naive,27,0.15012983084623638,0.2783395260534731,0.099899163043042,0.58,200,176.075,146.0
30,1000,0.3,0.2,0.8,naive,28,0.1493397042929025,0.28471835301702536,0.10325537608662756,0.62,200,164.54,134.0
30,1000,0.3,0.2,0.8,naive,29,0.16509716733619023,0.2742901340024579,0.10235586690020809,0.625,200,153.755,127.0
30,1000,0.3,0.2,0.8,naive,30,0.1793086668337438,0.27657184611252633,0.10848282607377699,0.64,200,143.64,118.0
30,1000,0.2,0.2,0.3,ours,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.2,0.2,0.3,ours,2,0.11253583325771427,0.0017721497254658697,0.012604132712822498,0.89,200,935.325,915.0
30,1000,0.2,0.2,0.3,ours,3,0.1352757153757082,0.004811104353899408,0.018231168299661683,0.915,200,874.415,843.0
30,1000,0.2,0.2,0.3,ours,4,0.14426664465686334,0.006172833904099345,0.020746904315154528,0.895,200,817.975,790.0
30,1000,0.2,0.2,0.3,ours,5,0.1410920445501473,0.00829857392376549,0.019876296539332247,0.93,200,763.975,734.0
30,1000,0.2,0.2,0.3,ours,6,0.1344035860881321,0.009699927840357824,0.01806809093369134,0.955,200,714.69,681.0
30,1000,0.2,0.2,0.3,ours,7,0.140883643250445,0.0017253713206643606,0.019751936837035234,0.935,200,668.325,636.0
30,1000,0.2,0.2,0.3,ours,8,0.14166689759404763,0.012014807776880394,0.02011351793046816,0.92,200,625.505,586.0
30,1000,0.2,0.2,0.3,ours,9,0.14494306592536382,0.011290205044832918,0.021030918627999516,0.93,200,585.06,545.0
30,1000,0.2,0.2,0.3,ours,10,0.15051616901862971,0.0012098133254520437,0.02254330519864692,0.925,200,547.605,500.0
30,1000,0.2,0.2,0.3,ours,11,0.1719988424701685,0.013657439963694805,0.029622209468384376,0.915,200,512.145,469.0
30,1000,0.2,0.2,0.3,ours,12,0.1599769762832909,0.013325525539509718,0.02564223940694502,0.95,200,479.195,432.0
30,1000,0.2,0.2,0.3,ours,13,0.15960661173704407,0.02350793103887952,0.025899521979357357,0.925,200,448.04,402.0
30,1000,0.2,0.2,0.3,ours,14,0.1612009088464994,0.012751702975670813,0.02601841027665245,0.935,200,419.615,373.0
30,1000,0.2,0.2,0.3,ours,15,0.1636181055389666,0.010611835630405663,0.026749641093306364,0.94,200,393.095,345.0
30,1000,0.2,0.2,0.3,ours,16,0.16993447616219384,-0.020474424852415435,0.029152539630613834,0.945,200,367.58,332.0
30,1000,0.2,0.2,0.3,ours,17,0.1626909790179185,-0.0027723816482402895,0.026343698980543263,0.97,200,344.245,310.0
30,1000,0.2,0.2,0.3,ours,18,0.1784551449360386,0.008797174561216745,0.03176439784063235,0.935,200,321.9,283.0
30,1000,0.2,0.2,0.3,ours,19,0.17546760280767795,0.013496051345208175,0.030817078638810162,0.955,200,301.29,265.0
30,1000,0.2,0.2,0.3,ours,20,0.19962887288916142,0.005172587975524299,0.03967918412290652,0.935,200,281.54,244.0
30,1000,0.2,0.2,0.3,ours,21,0.18788896898953608,0.02536289718949628,0.03576902989845605,0.945,200,263.05,214.0
30,1000,0.2,0.2,0.3,ours,22,0.20035858457238798,-0.003601342113771634,0.039955814264811915,0.93,200,246.63,203.0
30,1000,0.2,0.2,0.3,ours,23,0.21437002021417967,-0.014029795159201143,0.0459215681910038,0.95,200,230.755,192.0
30,1000,0.2,0.2,0.3,ours,24,0.20012836111029259,-0.010864531773642726,0.03996914216674871,0.94,200,216.13,179.0
30,1000,0.2,0.2,0.3,ours,25,0.20376328496211776,-0.003672112113080408,0.041325363324431465,0.96,200,202.425,169.0
30,1000,0.2,0.2,0.3,ours,26,0.21709110132630302,0.011957166983383671,0.04703587738596036,0.96,200,189.73,159.0
30,1000,0.2,0.2,0.3,ours,27,0.21928139590259307,0.0028499600305579966,0.04785203120822058,0.95,200,177.725,148.0
30,1000,0.2,0.2,0.3,ours,28,0.22424647568100964,0.020093766944483945,0.05043880891609612,0.975,200,166.505,134.0
30,1000,0.2,0.2,0.3,ours,29,0.22167633777898027,-0.006191827798667358,0.04893303546893339,0.94,200,155.87,124.0
30,1000,0.2,0.2,0.3,ours,30,0.24206793542368046,0.01047869044163182,0.058413703886853255,0.93,200,145.615,113.0
30,1000,0.2,0.2,0.3,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.2,0.2,0.3,naive,2,0.10849738729788588,0.03078501919793305,0.01266054204223222,0.975,200,935.325,915.0
30,1000,0.2,0.2,0.3,naive,3,0.1300284764069787,0.058841647938535455,0.020285207185459165,0.93,200,874.415,843.0
30,1000,0.2,0.2,0.3,naive,4,0.14065326744000414,0.07962924180420558,0.026025241083654227,0.905,200,817.975,790.0
30,1000,0.2,0.2,0.3,naive,5,0.13711861084132415,0.09957145089612358,0.028621979705418372,0.91,200,763.975,734.0
30,1000,0.2,0.2,0.3,naive,6,0.13962041124850322,0.11795720754449344,0.03331029275270985,0.875,200,714.69,681.0
30,1000,0.2,0.2,0.3,naive,7,0.1428112725921864,0.12286025783903053,0.035387727237775835,0.895,200,668.325,636.0
30,1000,0.2,0.2,0.3,naive,8,0.1434035702548051,0.1461269332105622,0.04181484165153981,0.855,200,625.505,586.0
30,1000,0.2,0.2,0.3,naive,9,0.14686501273286537,0.15656428176942028,0.04597385963117401,0.855,200,585.06,545.0
30,1000,0.2,0.2,0.3,naive,10,0.15486789155324876,0.1564131604503611,0.04832922027704848,0.865,200,547.605,500.0
30,1000,0.2,0.2,0.3,naive,11,0.16959651574840795,0.17927832995004928,0.060759882852908724,0.795,200,512.145,469.0
30,1000,0.2,0.2,0.3,naive,12,0.15484843349929314,0.18964146914717186,0.05982203399069684,0.83,200,479.195,432.0
30,1000,0.2,0.2,0.3,naive,13,0.15490857981494832,0.20827320927403725,0.06725441446108973,0.78,200,448.04,402.0
30,1000,0.2,0.2,0.3,naive,14,0.16174632369822806,0.20765113299199495,0.06915005689660168,0.785,200,419.615,373.0
30,1000,0.2,0.2,0.3,naive,15,0.16957650064087273,0.2128904500619009,0.07393475234931461,0.785,200,393.095,345.0
30,1000,0.2,0.2,0.3,naive,16,0.16806139965795114,0.1913674016468756,0.06472489329779124,0.825,200,367.58,332.0
30,1000,0.2,0.2,0.3,naive,17,0.16528875921174646,0.21564535749304387,0.0736866922604526,0.815,200,344.245,310.0
30,1000,0.2,0.2,0.3,naive,18,0.17910776049943447,0.23077845972202227,0.08517788939343623,0.785,200,321.9,283.0
30,1000,0.2,0.2,0.3,naive,19,0.17275735616329962,0.24445926505469603,0.08945621085907264,0.81,200,301.29,265.0
30,1000,0.2,0.2,0.3,naive,20,0.20116810645790723,0.241085664710522,0.09838856174949483,0.76,200,281.54,244.0
30,1000,0.2,0.2,0.3,naive,21,0.19083084999480907,0.267304204551442,0.10768586901407173,0.78,200,263.05,214.0
30,1000,0.2,0.2,0.3,naive,22,0.20092539931597866,0.2405140937887939,0.09801619032087881,0.805,200,246.63,203.0
30,1000,0.2,0.2,0.3,naive,23,0.21426541297016607,0.23649039715942372,0.10160782680792142,0.805,200,230.755,192.0
30,1000,0.2,0.2,0.3,naive,24,0.20323854937103814,0.24405579484651382,0.10066260940885532,0.815,200,216.13,179.0
30,1000,0.2,0.2,0.3,naive,25,0.20531004407803338,0.2546135533939248,0.10676951470020836,0.84,200,202.425,169.0
30,1000,0.2,0.2,0.3,naive,26,0.2113528355298813,0.27116849470554577,0.11797902350196005,0.83,200,189.73,159.0
30,1000,0.2,0.2,0.3,naive,27,0.2220018006987643,0.2643037106056447,0.1188948269558388,0.84,200,177.725,148.0
30,1000,0.2,0.2,0.3,naive,28,0.2338667612900171,0.2804385114075638,0.13306595240659072,0.815,200,166.505,134.0
30,1000,0.2,0.2,0.3,naive,29,0.23517728196558427,0.2581670524311137,0.12168203914392574,0.835,200,155.87,124.0
30,1000,0.2,0.2,0.3,naive,30,0.2539186244680218,0.2749537105567061,0.1397518374613745,0.835,200,145.615,113.0
30,1000,0.2,0.2,0.6,ours,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.2,0.2,0.6,ours,2,0.07769923137888936,-0.0034735193679714827,0.0060190500408855065,0.955,200,935.915,916.0
30,1000,0.2,0.2,0.6,ours,3,0.0915868830773321,-0.0022343007161859047,0.00835120846575215,0.97,200,875.32,845.0
30,1000,0.2,0.2,0.6,ours,4,0.1074820806863966,-0.000825685814179411,0.011495317437397418,0.965,200,818.835,782.0
30,1000,0.2,0.2,0.6,ours,5,0.12423998290568224,0.001949994050614623,0.015362197962439624,0.935,200,767.265,733.0
30,1000,0.2,0.2,0.6,ours,6,0.13180027873520545,0.009150731973582552,0.017368192802956813,0.925,200,717.55,675.0
30,1000,0.2,0.2,0.6,ours,7,0.1382558993614557,0.013969435637682336,0.01921426537173909,0.91,200,671.185,630.0
30,1000,0.2,0.2,0.6,ours,8,0.14542800421235197,0.012744648846278305,0.021205983961356863,0.895,200,627.175,588.0
30,1000,0.2,0.2,0.6,ours,9,0.13625454342422066,0.015996429095668334,0.018728359844536868,0.945,200,586.59,542.0
30,1000,0.2,0.2,0.6,ours,10,0.14462433290019464,0.011948556056230068,0.02095438467032106,0.945,200,549.03,501.0
30,1000,0.2,0.2,0.6,ours,11,0.15350833167695033,0.005960852923390221,0.023482515622343672,0.935,200,513.67,466.0
30,1000,0.2,0.2,0.6,ours,12,0.1565431264276932,0.013243888999305214,0.02455862227542387,0.95,200,480.725,431.0
30,1000,0.2,0.2,0.6,ours,13,0.1601328592694036,0.009863523369291794,0.025611609047962215,0.95,200,449.36,393.0
30,1000,0.2,0.2,0.6,ours,14,0.16567084438882948,-0.0016272931632951603,0.02731224262014452,0.925,200,420.395,367.0
30,1000,0.2,0.2,0.6,ours,15,0.18106669177071333,-0.012044900842972548,0.0327663007707636,0.925,200,393.68,349.0
30,1000,0.2,0.2,0.6,ours,16,0.18007932432718524,-0.012874449527307048,0.03243217168551607,0.955,200,368.245,324.0
30,1000,0.2,0.2,0.6,ours,17,0.18069395435465666,-0.0007549112486696275,0.032487623505614495,0.955,200,344.625,301.0
30,1000,0.2,0.2,0.6,ours,18,0.19451382287521016,0.004421941074426439,0.03766600271594669,0.915,200,322.005,281.0
30,1000,0.2,0.2,0.6,ours,19,0.20575202894066613,0.010940498611744,0.042241922436008286,0.92,200,301.36,263.0
30,1000,0.2,0.2,0.6,ours,20,0.19621861928181963,0.015364946030722542,0.03854531938662638,0.93,200,281.775,248.0
30,1000,0.2,0.2,0.6,ours,21,0.18347704599885534,0.012419651459896132,0.03364975501880905,0.965,200,263.575,232.0
30,1000,0.2,0.2,0.6,ours,22,0.20369902099879372,0.0058999786230419645,0.041320634447840024,0.95,200,246.225,215.0
30,1000,0.2,0.2,0.6,ours,23,0.20498736286149927,0.022755925139481187,0.04232755196720108,0.94,200,230.4,202.0
30,1000,0.2,0.2,0.6,ours,24,0.21375276362413434,0.015557976771822572,0.045703843378402845,0.94,200,215.42,185.0
30,1000,0.2,0.2,0.6,ours,25,0.22081590523926403,0.012486102032400916,0.048671768430565976,0.95,200,201.37,173.0
30,1000,0.2,0.2,0.6,ours,26,0.24452365749865143,-0.005240689698254728,0.0595203248096486,0.925,200,188.29,159.0
30,1000,0.2,0.2,0.6,ours,27,0.2459559706490565,-0.016200986740099284,0.06045433977178282,0.925,200,176.465,148.0
30,1000,0.2,0.2,0.6,ours,28,0.2606206794904332,-0.026252905446454932,0.06827273792954534,0.915,200,165.165,135.0
30,1000,0.2,0.2,0.6,ours,29,0.23851484819849736,-0.014851437186111514,0.056825451333589495,0.96,200,154.43,127.0
30,1000,0.2,0.2,0.6,ours,30,0.24720458886653346,-0.015877285410662835,0.06105664640490012,0.945,200,144.655,116.0
30,1000,0.2,0.2,0.6,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.2,0.2,0.6,naive,2,0.07716121140126082,0.025062474320633375,0.00655221090125792,0.995,200,935.915,916.0
30,1000,0.2,0.2,0.6,naive,3,0.09410305568265276,0.051408427953461594,0.011453934628014632,0.99,200,875.32,845.0
30,1000,0.2,0.2,0.6,naive,4,0.1054160761810711,0.071456104140784,0.01616296119080489,0.965,200,818.835,782.0
30,1000,0.2,0.2,0.6,naive,5,0.12251073475156245,0.09367546869155953,0.023708929163304207,0.92,200,767.265,733.0
30,1000,0.2,0.2,0.6,naive,6,0.13357722969961638,0.11958072176423823,0.03205321093040911,0.905,200,717.55,675.0
30,1000,0.2,0.2,0.6,naive,7,0.1322680578897062,0.14065049581582342,0.03718992691546206,0.865,200,671.185,630.0
30,1000,0.2,0.2,0.6,naive,8,0.13778599995967028,0.15324796225322226,0.04237499481072686,0.855,200,627.175,588.0
30,1000,0.2,0.2,0.6,naive,9,0.1358803170774991,0.16877278727496062,0.0468553969907954,0.855,200,586.59,542.0
30,1000,0.2,0.2,0.6,naive,10,0.14862850929625898,0.17638607208970888,0.05309202803398598,0.81,200,549.03,501.0
30,1000,0.2,0.2,0.6,naive,11,0.15409762662583631,0.18304966828279057,0.05713452919749674,0.805,200,513.67,466.0
30,1000,0.2,0.2,0.6,naive,12,0.1545059630884127,0.20121481979481196,0.06424013587178722,0.785,200,480.725,431.0
30,1000,0.2,0.2,0.6,naive,13,0.1626042531121229,0.20773955207836145,0.06946366391221882,0.765,200,449.36,393.0
30,1000,0.2,0.2,0.6,naive,14,0.16470342776086125,0.20498402160028512,0.0690100321320225,0.795,200,420.395,367.0
30,1000,0.2,0.2,0.6,naive,15,0.182504197412116,0.2057022771313112,0.07545466997968217,0.78,200,393.68,349.0
30,1000,0.2,0.2,0.6,naive,16,0.1726741265255825,0.21265834193571118,0.07489084259636186,0.785,200,368.245,324.0
30,1000,0.2,0.2,0.6,naive,17,0.17538933682082833,0.231514312625468,0.08420648932354066,0.75,200,344.625,301.0
30,1000,0.2,0.2,0.6,naive,18,0.1942799969030127,0.24584843290428307,0.09799744557214324,0.76,200,322.005,281.0
30,1000,0.2,0.2,0.6,naive,19,0.19416134550221256,0.2553870640094413,0.10273268741015584,0.745,200,301.36,263.0
30,1000,0.2,0.2,0.6,naive,20,0.19044200252564164,0.2634885135651721,0.10551301232513051,0.77,200,281.775,248.0
30,1000,0.2,0.2,0.6,naive,21,0.1812157499922179,0.26375998343755147,0.10224428116799324,0.795,200,263.575,232.0
30,1000,0.2,0.2,0.6,naive,22,0.2099875736169598,0.26158989374598896,0.1123035796782082,0.735,200,246.225,215.0
30,1000,0.2,0.2,0.6,naive,23,0.2199787634712765,0.27955125767006156,0.1262976087613732,0.73,200,230.4,202.0
30,1000,0.2,0.2,0.6,naive,24,0.22517657051206738,0.2752306342476593,0.12620286749640697,0.755,200,215.42,185.0
30,1000,0.2,0.2,0.6,naive,25,0.2286990565008458,0.277948854749947,0.1292973080089623,0.775,200,201.37,173.0
30,1000,0.2,0.2,0.6,naive,26,0.25333044296860124,0.2621965746709063,0.13260247553715054,0.77,200,188.29,159.0
30,1000,0.2,0.2,0.6,naive,27,0.24749313612687848,0.25617181538950595,0.12657058716772315,0.835,200,176.465,148.0
30,1000,0.2,0.2,0.6,naive,28,0.251347823718728,0.24871035883616652,0.12471669243811476,0.865,200,165.165,135.0
30,1000,0.2,0.2,0.6,naive,29,0.23850457267169334,0.261728898158345,0.12510202516056185,0.83,200,154.43,127.0
30,1000,0.2,0.2,0.6,naive,30,0.22695360044509713,0.25997444117186086,0.11883710713383916,0.87,200,144.655,116.0
30,1000,0.2,0.2,0.8,ours,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.2,0.2,0.8,ours,2,0.05423114676628824,0.0031588999136478203,0.0029362908418532063,0.93,200,935.495,910.0
30,1000,0.2,0.2,0.8,ours,3,0.07629008177927955,0.0031081072163400437,0.005800736025467981,0.935,200,875.09,844.0
30,1000,0.2,0.2,0.8,ours,4,0.08947331624695662,0.007790881156419043,0.008026144777820219,0.93,200,818.63,785.0
30,1000,0.2,0.2,0.8,ours,5,0.1023724837360993,0.0009101898190616539,0.010428553244673152,0.935,200,765.68,732.0
30,1000,0.2,0.2,0.8,ours,6,0.10320870991990232,-8.482798646487488e-05,0.010598784810101179,0.955,200,716.48,679.0
30,1000,0.2,0.2,0.8,ours,7,0.11346458418501618,0.00036510561780411983,0.012809974107069381,0.96,200,671.32,633.0
30,1000,0.2,0.2,0.8,ours,8,0.12230134259994387,-0.007801026001288574,0.014943686316412883,0.945,200,627.7,584.0
30,1000,0.2,0.2,0.8,ours,9,0.1234642915190319,-0.011629097352764916,0.015302450029135096,0.95,200,587.375,544.0
30,1000,0.2,0.2,0.8,ours,10,0.1267755985938557,-0.006224842164466214,0.01603044079680879,0.94,200,549.27,508.0
30,1000,0.2,0.2,0.8,ours,11,0.13443239755045946,-0.0044094516404407915,0.018001152427378337,0.945,200,513.78,470.0
30,1000,0.2,0.2,0.8,ours,12,0.1432076116633759,-0.008820126975316542,0.020483672577997342,0.94,200,480.855,446.0
30,1000,0.2,0.2,0.8,ours,13,0.15172732888665905,-0.013384436293800737,0.023085219554327806,0.96,200,449.91,414.0
30,1000,0.2,0.2,0.8,ours,14,0.1529933102938669,-0.008121996518222848,0.023355885057144084,0.94,200,420.77,376.0
30,1000,0.2,0.2,0.8,ours,15,0.1580472329299723,-0.006397749360623421,0.02489496439451818,0.95,200,393.575,353.0
30,1000,0.2,0.2,0.8,ours,16,0.16450500939475748,-0.012765812139296229,0.027089554584965203,0.945,200,368.235,327.0
30,1000,0.2,0.2,0.8,ours,17,0.1742144442622278,-0.009952144801134868,0.03029796441279164,0.94,200,344.33,307.0
30,1000,0.2,0.2,0.8,ours,18,0.18647224874095744,-0.008460531106284544,0.03466962063935737,0.94,200,322.135,281.0
30,1000,0.2,0.2,0.8,ours,19,0.1887076507147417,-0.02674638683225579,0.036147893759666226,0.945,200,301.34,263.0
30,1000,0.2,0.2,0.8,ours,20,0.1769558611463706,-0.02325071966111193,0.03169740587484294,0.96,200,281.925,248.0
30,1000,0.2,0.2,0.8,ours,21,0.19032028102820853,-0.023610269317955637,0.036598145141069384,0.945,200,263.83,231.0
30,1000,0.2,0.2,0.8,ours,22,0.19704164148590453,-0.01935645473284665,0.03900595377688717,0.93,200,246.66,215.0
30,1000,0.2,0.2,0.8,ours,23,0.2151390326636163,-0.019779469045162347,0.046444606754267925,0.93,200,230.98,201.0
30,1000,0.2,0.2,0.8,ours,24,0.21314837098508363,-0.027792566911888826,0.045977493688878684,0.935,200,216.24,189.0
30,1000,0.2,0.2,0.8,ours,25,0.21629460396815178,-0.025733618658781796,0.04721165805648652,0.965,200,202.325,179.0
30,1000,0.2,0.2,0.8,ours,26,0.23933345897868827,-0.03008013184693042,0.05789891639569866,0.91,200,188.935,157.0
30,1000,0.2,0.2,0.8,ours,27,0.2517855349771888,-0.019730757623015904,0.06346827864200862,0.92,200,177.13,146.0
30,1000,0.2,0.2,0.8,ours,28,0.26840969639381557,-0.02368593681337967,0.07224456989535656,0.915,200,165.68,138.0
30,1000,0.2,0.2,0.8,ours,29,0.26345466014927627,-0.010226803703472008,0.06916590367858814,0.92,200,154.725,129.0
30,1000,0.2,0.2,0.8,ours,30,0.2664598138148264,-0.020003808752564075,0.07104598058094996,0.94,200,144.545,121.0
30,1000,0.2,0.2,0.8,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
