B,n,snr,icc,rho,method,j,sd,bias,mse,coverage,n_rep_used,mean_Nj,min_Nj
30,1000,0.2,0.2,0.8,naive,2,0.05793889142222323,0.033608613827287304,0.004469669486931718,1.0,200,935.495,910.0
30,1000,0.2,0.2,0.8,naive,3,0.08152957449328209,0.057313759442296955,0.009898703180879839,0.995,200,875.09,844.0
30,1000,0.2,0.2,0.8,naive,4,0.09306383057648428,0.08437841693722778,0.015737289423593374,0.99,200,818.63,785.0
30,1000,0.2,0.2,0.8,naive,5,0.10825290186948398,0.09689347466978768,0.02104844274293309,0.945,200,765.68,732.0
30,1000,0.2,0.2,0.8,naive,6,0.11085726921771523,0.10963281008271789,0.024247240514350232,0.96,200,716.48,679.0
30,1000,0.2,0.2,0.8,naive,7,0.12063867923304993,0.1264636711023449,0.030473982581141302,0.915,200,671.32,633.0
30,1000,0.2,0.2,0.8,naive,8,0.12531251058694814,0.1316433273089788,0.03295467480803489,0.93,200,627.7,584.0
30,1000,0.2,0.2,0.8,naive,9,0.12521155913227316,0.14018282519643022,0.03525076934768597,0.92,200,587.375,544.0
30,1000,0.2,0.2,0.8,naive,10,0.129864630843425,0.1587501509355319,0.04198210865443272,0.89,200,549.27,508.0
30,1000,0.2,0.2,0.8,naive,11,0.13844521564578569,0.16998612928814194,0.04796652649689696,0.835,200,513.78,470.0
30,1000,0.2,0.2,0.8,naive,12,0.14290927560894537,0.17359691033350688,0.05045683302713777,0.84,200,480.855,446.0
30,1000,0.2,0.2,0.8,naive,13,0.15113096206672696,0.1789074694732077,0.05473424749004514,0.84,200,449.91,414.0
30,1000,0.2,0.2,0.8,naive,14,0.15525925641452412,0.19423483889560506,0.061712082159680645,0.81,200,420.77,376.0
30,1000,0.2,0.2,0.8,naive,15,0.15878608567800984,0.20469571787567617,0.06698729281655796,0.785,200,393.575,353.0
30,1000,0.2,0.2,0.8,naive,16,0.17027246357529263,0.20480323406222695,0.07079211297508667,0.79,200,368.235,327.0
30,1000,0.2,0.2,0.8,naive,17,0.18030698761369063,0.21680275926113013,0.0793514931566515,0.77,200,344.33,307.0
30,1000,0.2,0.2,0.8,naive,18,0.18812185880256072,0.22519510221503863,0.08592571865217564,0.755,200,322.135,281.0
30,1000,0.2,0.2,0.8,naive,19,0.1868125733439489,0.21428508299137378,0.08064253966421128,0.845,200,301.34,263.0
30,1000,0.2,0.2,0.8,naive,20,0.18141989197495745,0.22485104883949134,0.08330660548240353,0.82,200,281.925,248.0
30,1000,0.2,0.2,0.8,naive,21,0.18452797381935362,0.22709222732100173,0.0854511999658802,0.82,200,263.83,231.0
30,1000,0.2,0.2,0.8,naive,22,0.19321229839722004,0.23440210428177052,0.09208868378239873,0.81,200,246.66,215.0
30,1000,0.2,0.2,0.8,naive,23,0.2069016215792557,0.23930648771693494,0.09986183467048043,0.815,200,230.98,201.0
30,1000,0.2,0.2,0.8,naive,24,0.20757168792129513,0.2360929892919473,0.09861047519117058,0.81,200,216.24,189.0
30,1000,0.2,0.2,0.8,naive,25,0.20615826164966447,0.23934168475274448,0.09957316476246157,0.84,200,202.325,179.0
30,1000,0.2,0.2,0.8,naive,26,0.22660682426874987,0.2325458084776018,0.1051714525816437,0.795,200,188.935,157.0
30,1000,0.2,0.2,0.8,naive,27,0.24192834965612886,0.24780773068491604,0.11964535112270934,0.83,200,177.13,146.0
30,1000,0.2,0.2,0.8,naive,28,0.2647411481089519,0.24848055396992513,0.13148002182573668,0.835,200,165.68,138.0
30,1000,0.2,0.2,0.8,naive,29,0.255606448424126,0.26214484352666645,0.13372790218123584,0.815,200,154.725,129.0
30,1000,0.2,0.2,0.8,naive,30,0.26638059802202857,0.25013126670314345,0.1331694804700798,0.835,200,144.545,121.0
30,1000,0.1,0.2,0.3,ours,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.1,0.2,0.3,ours,2,0.1959532560326521,-0.009023824904908684,0.038287119572963574,0.96,200,935.52,905.0
30,1000,0.1,0.2,0.3,ours,3,0.23306523534917795,-0.020841054654009424,0.05448215646781727,0.95,200,874.49,842.0
30,1000,0.1,0.2,0.3,ours,4,0.25262422740800844,0.01339650826976666,0.0636793717059476,0.935,200,818.295,785.0
30,1000,0.1,0.2,0.3,ours,5,0.25887079010944025,-0.0011119178073130504,0.06668025190323668,0.955,200,764.975,724.0
30,1000,0.1,0.2,0.3,ours,6,0.26940943684768126,-0.013241613125120429,0.07239387775742717,0.935,200,715.915,677.0
30,1000,0.1,0.2,0.3,ours,7,0.2980323068638032,-0.013257960830418152,0.08855491318026829,0.905,200,669.52,630.0
30,1000,0.1,0.2,0.3,ours,8,0.30423862419177455,0.00573294454048159,0.09213120140095755,0.93,200,626.665,586.0
30,1000,0.1,0.2,0.3,ours,9,0.27228288687576063,-0.011783278168247202,0.07390612627736155,0.95,200,587.205,546.0
30,1000,0.1,0.2,0.3,ours,10,0.2929761126048957,-0.01816393852993614,0.08573575620721043,0.94,200,549.245,502.0
30,1000,0.1,0.2,0.3,ours,11,0.3099707921984658,-0.02595993582336929,0.09627540082401723,0.93,200,513.13,470.0
30,1000,0.1,0.2,0.3,ours,12,0.31357422181177275,-0.006823727186425417,0.09788371187464934,0.94,200,480.13,439.0
30,1000,0.1,0.2,0.3,ours,13,0.3473345730644638,-0.02637853118941684,0.12073392602535503,0.94,200,449.28,403.0
30,1000,0.1,0.2,0.3,ours,14,0.33682386553158344,-0.00833624653678725,0.11295255781600211,0.93,200,420.125,370.0
30,1000,0.1,0.2,0.3,ours,15,0.33296623373513534,-0.021283082667432195,0.11076514985155071,0.94,200,393.125,354.0
30,1000,0.1,0.2,0.3,ours,16,0.3522218139736583,-0.027188231394678793,0.12417910513407049,0.94,200,367.785,329.0
30,1000,0.1,0.2,0.3,ours,17,0.345400917792004,0.006983924134119253,0.11875406023781206,0.955,200,344.075,303.0
30,1000,0.1,0.2,0.3,ours,18,0.3963238346374129,0.015157738876874756,0.15651697604005438,0.905,200,322.1,287.0
30,1000,0.1,0.2,0.3,ours,19,0.36962149379786624,-0.013955449905326997,0.13613170301603933,0.945,200,301.46,265.0
30,1000,0.1,0.2,0.3,ours,20,0.37445422257687455,-0.05116980268731409,0.14213323368868186,0.955,200,282.02,252.0
30,1000,0.1,0.2,0.3,ours,21,0.38781964442498756,0.002761616092646708,0.14965968274235736,0.965,200,263.895,234.0
30,1000,0.1,0.2,0.3,ours,22,0.37982383150734694,-0.024372721716372777,0.14413884182988063,0.955,200,246.23,216.0
30,1000,0.1,0.2,0.3,ours,23,0.4164575169844348,-0.035829461496378265,0.1738534294466971,0.915,200,230.765,196.0
30,1000,0.1,0.2,0.3,ours,24,0.4226613485623999,0.0004884867526958947,0.17774964111005115,0.94,200,215.44,183.0
30,1000,0.1,0.2,0.3,ours,25,0.413710289617612,0.008747097238757821,0.17037693442691523,0.97,200,201.585,170.0
30,1000,0.1,0.2,0.3,ours,26,0.4535005439906218,-0.048221061741433424,0.20695970047826207,0.95,200,188.645,162.0
30,1000,0.1,0.2,0.3,ours,27,0.4530554157992654,-0.04415164416440952,0.20618228141854067,0.945,200,176.425,147.0
30,1000,0.1,0.2,0.3,ours,28,0.4625690156528976,0.008456751213678145,0.2129717604119702,0.935,200,164.8,137.0
30,1000,0.1,0.2,0.3,ours,29,0.4941522857204012,-0.012274002634162211,0.243116200215947,0.95,200,154.51,123.0
30,1000,0.1,0.2,0.3,ours,30,0.502368769841641,-0.0062433899160063075,0.251151488925286,0.93,200,144.63,118.0
30,1000,0.1,0.2,0.3,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.1,0.2,0.3,naive,2,0.19631154779352175,0.022080021657833977,0.03883306003451315,1.0,200,935.52,905.0
30,1000,0.1,0.2,0.3,naive,3,0.23784496953667297,0.03394241818003456,0.05743946613813972,0.98,200,874.49,842.0
30,1000,0.1,0.2,0.3,naive,4,0.2562444026058603,0.08787397081928938,0.07305472264504936,0.95,200,818.295,785.0
30,1000,0.1,0.2,0.3,naive,5,0.266748576909906,0.0902641812446052,0.0789466516828017,0.95,200,764.975,724.0
30,1000,0.1,0.2,0.3,naive,6,0.26903696774177743,0.09429785330453018,0.08091107069947441,0.945,200,715.915,677.0
30,1000,0.1,0.2,0.3,naive,7,0.2999092553141708,0.10337591208946745,0.1001824128163143,0.93,200,669.52,630.0
30,1000,0.1,0.2,0.3,naive,8,0.2948566836602693,0.14097999527590585,0.10638112064763089,0.93,200,626.665,586.0
30,1000,0.1,0.2,0.3,naive,9,0.2609974581824747,0.1363302818320194,0.08636502055622192,0.97,200,587.205,546.0
30,1000,0.1,0.2,0.3,naive,10,0.2899844687020306,0.14219508402312322,0.10388997904830002,0.94,200,549.245,502.0
30,1000,0.1,0.2,0.3,naive,11,0.31247507399425817,0.14761548864624577,0.11894280099664846,0.925,200,513.13,470.0
30,1000,0.1,0.2,0.3,naive,12,0.30401582137208044,0.1792660493459774,0.12409980799443239,0.965,200,480.13,439.0
30,1000,0.1,0.2,0.3,naive,13,0.3355864018436429,0.1685868399499039,0.14047666454114568,0.92,200,449.28,403.0
30,1000,0.1,0.2,0.3,naive,14,0.32241396077166096,0.1953529693519977,0.14159379092461033,0.935,200,420.125,370.0
30,1000,0.1,0.2,0.3,naive,15,0.3285745093326969,0.19148546550773127,0.14408808564301892,0.94,200,393.125,354.0
30,1000,0.1,0.2,0.3,naive,16,0.36133992164681494,0.19331102678966477,0.1672828593593222,0.925,200,367.785,329.0
30,1000,0.1,0.2,0.3,naive,17,0.3457397750080897,0.23423297408471386,0.17380339821110147,0.92,200,344.075,303.0
30,1000,0.1,0.2,0.3,naive,18,0.37565074114567387,0.24712322337865117,0.2014777994597323,0.9,200,322.1,287.0
30,1000,0.1,0.2,0.3,naive,19,0.36045197680174973,0.225665411789101,0.1802008775203322,0.935,200,301.46,265.0
30,1000,0.1,0.2,0.3,naive,20,0.3644157223150293,0.19732697200817959,0.17107275845894954,0.96,200,282.02,252.0
30,1000,0.1,0.2,0.3,naive,21,0.38426514128118333,0.258678832559678,0.21383613872426643,0.915,200,263.895,234.0
30,1000,0.1,0.2,0.3,naive,22,0.3854220556033162,0.2345074345713819,0.20280114701000929,0.935,200,246.23,216.0
30,1000,0.1,0.2,0.3,naive,23,0.421347611752062,0.22861413135582465,0.2289105619350988,0.925,200,230.765,196.0
30,1000,0.1,0.2,0.3,naive,24,0.4292523841863056,0.2634343854463826,0.25273399671849284,0.9,200,215.44,183.0
30,1000,0.1,0.2,0.3,naive,25,0.431926633104161,0.27982185404154547,0.263928083302021,0.905,200,201.585,170.0
30,1000,0.1,0.2,0.3,naive,26,0.45121498114488917,0.22905494386150482,0.25504315172093195,0.93,200,188.645,162.0
30,1000,0.1,0.2,0.3,naive,27,0.47249546051287045,0.2306611918876821,0.2753402858472893,0.95,200,176.425,147.0
30,1000,0.1,0.2,0.3,naive,28,0.4550902663702586,0.2818147291053127,0.285491156332929,0.935,200,164.8,137.0
30,1000,0.1,0.2,0.3,naive,29,0.4840253306397771,0.26755487411486534,0.3046947287600622,0.94,200,154.51,123.0
30,1000,0.1,0.2,0.3,naive,30,0.5058538172023178,0.27023173521030275,0.3276338346710363,0.915,200,144.63,118.0
30,1000,0.1,0.2,0.6,ours,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.1,0.2,0.6,ours,2,0.15277701364213178,0.00814579706162006,0.02329046582769018,0.945,200,936.045,920.0
30,1000,0.1,0.2,0.6,ours,3,0.1828215792303196,0.0009937977405578148,0.03325759881705583,0.95,200,876.445,853.0
30,1000,0.1,0.2,0.6,ours,4,0.22146571429553957,0.004245078253714548,0.048819847984771556,0.96,200,820.115,790.0
30,1000,0.1,0.2,0.6,ours,5,0.22732028176472957,0.006397631880589164,0.0514570676427676,0.955,200,767.325,727.0
30,1000,0.1,0.2,0.6,ours,6,0.23599744404109305,0.0012634078860108372,0.055417915825445634,0.965,200,717.54,676.0
30,1000,0.1,0.2,0.6,ours,7,0.2630308395899792,0.01075770825145568,0.06895502474935576,0.92,200,672.305,633.0
30,1000,0.1,0.2,0.6,ours,8,0.28061039508653696,0.01964647954247267,0.07873446701988204,0.94,200,629.08,586.0
30,1000,0.1,0.2,0.6,ours,9,0.2845084391182105,0.01220980197246306,0.08068940593403985,0.945,200,588.165,543.0
30,1000,0.1,0.2,0.6,ours,10,0.28698731256121096,0.03936008972538871,0.08349912564644132,0.94,200,550.055,514.0
30,1000,0.1,0.2,0.6,ours,11,0.29801380611337824,0.0020643222529526726,0.08837242891737532,0.95,200,514.255,478.0
30,1000,0.1,0.2,0.6,ours,12,0.30285933522709546,-0.0025825268512813275,0.09127182749446476,0.95,200,480.89,446.0
30,1000,0.1,0.2,0.6,ours,13,0.3188406335159051,0.021825931401061614,0.10162742411444342,0.945,200,449.85,414.0
30,1000,0.1,0.2,0.6,ours,14,0.3102232918276797,0.013951895930399486,0.09595195373849244,0.955,200,420.455,383.0
30,1000,0.1,0.2,0.6,ours,15,0.31428450095009886,2.9818238132979235e-05,0.09828087468889278,0.97,200,393.425,358.0
30,1000,0.1,0.2,0.6,ours,16,0.35066615642930776,0.003508606870678329,0.12236422982075221,0.935,200,368.135,335.0
30,1000,0.1,0.2,0.6,ours,17,0.37147183567870706,0.005687120817976003,0.13733371142219405,0.94,200,344.53,311.0
30,1000,0.1,0.2,0.6,ours,18,0.36541537874907615,0.021527310922814964,0.1333241821467667,0.96,200,322.84,285.0
30,1000,0.1,0.2,0.6,ours,19,0.40017390804304764,0.028347111499433877,0.16014201962541466,0.925,200,302.235,268.0
30,1000,0.1,0.2,0.6,ours,20,0.40736165265495156,0.04932065270836209,0.1675463252570834,0.925,200,282.615,251.0
30,1000,0.1,0.2,0.6,ours,21,0.4354111675772971,0.058527908513990735,0.19206048650179205,0.915,200,264.615,232.0
30,1000,0.1,0.2,0.6,ours,22,0.4378437607491893,0.06233298625304341,0.19463402420808049,0.92,200,247.85,214.0
30,1000,0.1,0.2,0.6,ours,23,0.4384145395301023,0.0010850880013447489,0.19124744934500534,0.895,200,231.865,195.0
30,1000,0.1,0.2,0.6,ours,24,0.41471471179499575,0.016105926432634306,0.1713877515845638,0.945,200,217.02,183.0
30,1000,0.1,0.2,0.6,ours,25,0.4719998269195433,-0.034248662142356306,0.2228428882875597,0.92,200,203.3,169.0
30,1000,0.1,0.2,0.6,ours,26,0.4744498415265826,-0.012316488191621329,0.22412883474535064,0.93,200,189.825,155.0
30,1000,0.1,0.2,0.6,ours,27,0.4903130666866784,-0.013121940637355707,0.23937705417296698,0.945,200,177.34,145.0
30,1000,0.1,0.2,0.6,ours,28,0.4661121910835248,-0.016565626370375484,0.21644869178034376,0.945,200,166.025,136.0
30,1000,0.1,0.2,0.6,ours,29,0.5164046444495918,0.023222848694284006,0.26587968872654133,0.925,200,155.42,124.0
30,1000,0.1,0.2,0.6,ours,30,0.4998473211357316,0.02813110885093535,0.24938946700951753,0.935,200,145.215,114.0
30,1000,0.1,0.2,0.6,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.1,0.2,0.6,naive,2,0.15277592492922595,0.03651396137699269,0.024557050197231103,1.0,200,936.045,920.0
30,1000,0.1,0.2,0.6,naive,3,0.17848287356630266,0.056499692846547,0.034889070767456516,0.995,200,876.445,853.0
30,1000,0.1,0.2,0.6,naive,4,0.2218356405056421,0.08197917745504966,0.05568558167776226,0.985,200,820.115,790.0
30,1000,0.1,0.2,0.6,naive,5,0.23147032255979716,0.10311234815641701,0.06394277401713701,0.96,200,767.325,727.0
30,1000,0.1,0.2,0.6,naive,6,0.23351928919610632,0.11728912607746653,0.0680153412305373,0.955,200,717.54,676.0
30,1000,0.1,0.2,0.6,naive,7,0.2572714154201016,0.14368441289144326,0.08650284879425993,0.95,200,672.305,633.0
30,1000,0.1,0.2,0.6,naive,8,0.26736136800999494,0.16365670959946868,0.09790820919557991,0.935,200,629.08,586.0
30,1000,0.1,0.2,0.6,naive,9,0.27193278701485024,0.16932243702071326,0.10224779112902899,0.945,200,588.165,543.0
30,1000,0.1,0.2,0.6,naive,10,0.2724898507092661,0.21101331880220084,0.11840608585777959,0.92,200,550.055,514.0
30,1000,0.1,0.2,0.6,naive,11,0.28760573809376583,0.18403032850873077,0.11617063709256889,0.945,200,514.255,478.0
30,1000,0.1,0.2,0.6,naive,12,0.30036399436660494,0.18825115658733302,0.12520593442277114,0.935,200,480.89,446.0
30,1000,0.1,0.2,0.6,naive,13,0.32273393288292296,0.21728500104362683,0.15084917715543752,0.895,200,449.85,414.0
30,1000,0.1,0.2,0.6,naive,14,0.3053999945458356,0.21618439907197198,0.13953850528736306,0.935,200,420.455,383.0
30,1000,0.1,0.2,0.6,naive,15,0.30198245971756493,0.21221799522242935,0.13577391644341244,0.925,200,393.425,358.0
30,1000,0.1,0.2,0.6,naive,16,0.3409062806345476,0.22594716534437506,0.16668812824235885,0.905,200,368.135,335.0
30,1000,0.1,0.2,0.6,naive,17,0.34010174995018444,0.24093098114973255,0.17313859199535467,0.925,200,344.53,311.0
30,1000,0.1,0.2,0.6,naive,18,0.3299151448531448,0.2620347033923858,0.1769619685713898,0.915,200,322.84,285.0
30,1000,0.1,0.2,0.6,naive,19,0.37019068258348037,0.2774006006077783,0.21330702898182113,0.89,200,302.235,268.0
30,1000,0.1,0.2,0.6,naive,20,0.37411585512255574,0.3093894152916797,0.2349846699833381,0.895,200,282.615,251.0
30,1000,0.1,0.2,0.6,naive,21,0.38772039398912406,0.3216672368656841,0.2530452796683103,0.905,200,264.615,232.0
30,1000,0.1,0.2,0.6,naive,22,0.38327410798134065,0.3378694474550241,0.2603203101632112,0.895,200,247.85,214.0
30,1000,0.1,0.2,0.6,naive,23,0.3904017910077822,0.2894608098792812,0.235439051085943,0.905,200,231.865,195.0
30,1000,0.1,0.2,0.6,naive,24,0.3933013748939844,0.30672688690948996,0.24799392478921806,0.925,200,217.02,183.0
30,1000,0.1,0.2,0.6,naive,25,0.44305671339766567,0.265935720509287,0.2660395624731011,0.935,200,203.3,169.0
30,1000,0.1,0.2,0.6,naive,26,0.44949858768401685,0.28787402512521215,0.2839101897700674,0.925,200,189.825,155.0
30,1000,0.1,0.2,0.6,naive,27,0.461731260680763,0.28949204861959027,0.2959354245183647,0.9,200,177.34,145.0
30,1000,0.1,0.2,0.6,naive,28,0.429260679787322,0.2804014456472047,0.26196837827645875,0.96,200,166.025,136.0
30,1000,0.1,0.2,0.6,naive,29,0.5038089409350891,0.3196825532127216,0.35475126654991,0.925,200,155.42,124.0
30,1000,0.1,0.2,0.6,naive,30,0.4836599592508759,0.3254339675641067,0.3386645886461622,0.9,200,145.215,114.0
30,1000,0.1,0.2,0.8,ours,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.1,0.2,0.8,ours,2,0.10194717966879235,0.003675848893259769,0.010354773170295005,0.97,200,936.345,916.0
30,1000,0.1,0.2,0.8,ours,3,0.14081263877460645,0.007851398256842399,0.019790702697062013,0.965,200,876.145,847.0
30,1000,0.1,0.2,0.8,ours,4,0.17413539504427392,0.002085362010124335,0.03017586886290248,0.95,200,819.38,789.0
30,1000,0.1,0.2,0.8,ours,5,0.18924251634245834,0.016391562472623564,0.0359023496619614,0.935,200,767.11,738.0
30,1000,0.1,0.2,0.8,ours,6,0.20627492331076688,0.009854935147489367,0.04243371701368966,0.955,200,716.935,681.0
30,1000,0.1,0.2,0.8,ours,7,0.239401622091201,-0.001555785320675136,0.05702899144456275,0.93,200,671.01,631.0
30,1000,0.1,0.2,0.8,ours,8,0.2511830490705995,-0.003598586734665531,0.0627904093461881,0.945,200,627.665,585.0
30,1000,0.1,0.2,0.8,ours,9,0.2659940692905591,-0.010809547847339904,0.07051592699792592,0.94,200,587.245,548.0
30,1000,0.1,0.2,0.8,ours,10,0.28647449747482945,-0.015512127661542294,0.08189792561952675,0.925,200,549.105,503.0
30,1000,0.1,0.2,0.8,ours,11,0.29856116262130433,-0.007764667783875756,0.08875336405244996,0.93,200,513.125,456.0
30,1000,0.1,0.2,0.8,ours,12,0.3003583703445979,-0.013606397926002387,0.08994920894740302,0.925,200,479.935,433.0
30,1000,0.1,0.2,0.8,ours,13,0.3071353700733546,-0.0062980024139428145,0.09390013970675204,0.94,200,448.43,402.0
30,1000,0.1,0.2,0.8,ours,14,0.3217771404627791,-0.0073904073065420494,0.10307744360393765,0.945,200,419.72,371.0
30,1000,0.1,0.2,0.8,ours,15,0.3375435402298322,-0.004268708104959405,0.11338418521201925,0.93,200,392.81,348.0
30,1000,0.1,0.2,0.8,ours,16,0.33861297293589643,0.011904217533964938,0.11422716210837965,0.965,200,367.27,323.0
30,1000,0.1,0.2,0.8,ours,17,0.33374019358869905,0.013090762524948616,0.1109969722960238,0.945,200,343.39,300.0
30,1000,0.1,0.2,0.8,ours,18,0.3522904610479341,0.019063372398546777,0.12385143826784482,0.95,200,321.39,278.0
30,1000,0.1,0.2,0.8,ours,19,0.3536019555872262,0.006821375739853295,0.12445570244711938,0.98,200,300.785,260.0
30,1000,0.1,0.2,0.8,ours,20,0.39858030847945,0.03580736687955554,0.15935409851888274,0.92,200,281.5,234.0
30,1000,0.1,0.2,0.8,ours,21,0.40096137491592104,0.030175390670185404,0.16087672825569174,0.94,200,263.185,216.0
30,1000,0.1,0.2,0.8,ours,22,0.38469874560653866,0.03951487622291293,0.1488145846898003,0.955,200,246.28,188.0
30,1000,0.1,0.2,0.8,ours,23,0.40616390115804374,-0.00908871480159805,0.16422687376764633,0.955,200,230.935,172.0
30,1000,0.1,0.2,0.8,ours,24,0.4333858112598733,-0.01124278785680547,0.18701054537316472,0.925,200,215.89,161.0
30,1000,0.1,0.2,0.8,ours,25,0.41950888484069704,0.0031783081474082518,0.1751178675806636,0.965,200,202.11,148.0
30,1000,0.1,0.2,0.8,ours,26,0.43806783612796685,0.004262361902154588,0.190962079633575,0.95,200,188.73,134.0
30,1000,0.1,0.2,0.8,ours,27,0.41166882176411806,-0.03254074509435096,0.16968276280988948,0.98,200,176.71,127.0
30,1000,0.1,0.2,0.8,ours,28,0.4404214381373752,-0.05654759342745682,0.19619881827757582,0.975,200,165.62,118.0
30,1000,0.1,0.2,0.8,ours,29,0.4813187292723427,-0.040941843253162205,0.2321856150815676,0.965,200,154.71,110.0
30,1000,0.1,0.2,0.8,ours,30,0.46860083875937536,-0.02968391618646761,0.21936994723572537,0.98,200,145.13,103.0
30,1000,0.1,0.2,0.8,naive,1,0.0,0.0,0.0,1.0,200,1000.0,1000.0
30,1000,0.1,0.2,0.8,naive,2,0.11755259188814594,0.0317575099357392,0.014758058237641465,1.0,200,936.345,916.0
30,1000,0.1,0.2,0.8,naive,3,0.1599003677889157,0.06176266140664242,0.029254913324966915,1.0,200,876.145,847.0
30,1000,0.1,0.2,0.8,naive,4,0.1943743993249269,0.0781188414621666,0.04369505346875264,1.0,200,819.38,789.0
30,1000,0.1,0.2,0.8,naive,5,0.19821769041354326,0.11198853663941048,0.05163523386755148,0.985,200,767.11,738.0
30,1000,0.1,0.2,0.8,naive,6,0.21315691327470046,0.12374137596224044,0.06052061845344271,0.97,200,716.935,681.0
30,1000,0.1,0.2,0.8,naive,7,0.24445894625173709,0.1261232681917791,0.07536845429987256,0.965,200,671.01,631.0
30,1000,0.1,0.2,0.8,naive,8,0.26281329190212815,0.14271870479191523,0.08909410096591291,0.96,200,627.665,585.0
30,1000,0.1,0.2,0.8,naive,9,0.28499331109689763,0.14543603501229693,0.10196672171322124,0.945,200,587.245,548.0
30,1000,0.1,0.2,0.8,naive,10,0.2920688588323244,0.1529011642822373,0.10825646324698189,0.935,200,549.105,503.0
30,1000,0.1,0.2,0.8,naive,11,0.2987341170579434,0.16791981357862595,0.11699292612319759,0.95,200,513.125,456.0
30,1000,0.1,0.2,0.8,naive,12,0.3000097733425091,0.1694713190495429,0.11827636276091054,0.94,200,479.935,433.0
30,1000,0.1,0.2,0.8,naive,13,0.30557496361694575,0.18483953240750683,0.12707483083817597,0.925,200,448.43,402.0
30,1000,0.1,0.2,0.8,naive,14,0.32323576097638107,0.18878773163678275,0.13959975800467211,0.93,200,419.72,371.0
30,1000,0.1,0.2,0.8,naive,15,0.332214873962083,0.20138988350830495,0.15037277404872312,0.91,200,392.81,348.0
30,1000,0.1,0.2,0.8,naive,16,0.3505090596198578,0.23123039878983476,0.175709815195725,0.925,200,367.27,323.0
30,1000,0.1,0.2,0.8,naive,17,0.3529734542229673,0.23731100587907306,0.1802838216005002,0.915,200,343.39,300.0
30,1000,0.1,0.2,0.8,naive,18,0.3423427641579843,0.24657412846259613,0.17741137615756153,0.935,200,321.39,278.0
30,1000,0.1,0.2,0.8,naive,19,0.34891856408070193,0.24039972384084443,0.17892747076109244,0.94,200,300.785,260.0
30,1000,0.1,0.2,0.8,naive,20,0.38866544192215136,0.27793837130661797,0.22755525986039393,0.905,200,281.5,234.0
30,1000,0.1,0.2,0.8,naive,21,0.3966902301050509,0.2771245201779184,0.23337432265133573,0.91,200,263.185,216.0
30,1000,0.1,0.2,0.8,naive,22,0.3755882442521971,0.2971373068821792,0.22865177571554013,0.92,200,246.28,188.0
30,1000,0.1,0.2,0.8,naive,23,0.41073431355294754,0.25170188053616577,0.23121299961360428,0.93,200,230.935,172.0
30,1000,0.1,0.2,0.8,naive,24,0.4391541405958963,0.2613585913127738,0.2602003906595052,0.895,200,215.89,161.0
30,1000,0.1,0.2,0.8,naive,25,0.4435321861245705,0.2760690059136708,0.27195129215396086,0.925,200,202.11,148.0
30,1000,0.1,0.2,0.8,naive,26,0.4526106930167333,0.28429555175032134,0.2846561179809418,0.94,200,188.73,134.0
30,1000,0.1,0.2,0.8,naive,27,0.40926377930671026,0.25102494722764346,0.22967288097779076,0.965,200,176.71,127.0
30,1000,0.1,0.2,0.8,naive,28,0.4248811752590977,0.23530084598968812,0.23498788114756727,0.95,200,165.62,118.0
30,1000,0.1,0.2,0.8,naive,29,0.46631136960312913,0.2567618602825179,0.2822857148497797,0.935,200,154.71,110.0
30,1000,0.1,0.2,0.8,naive,30,0.4869742461010632,0.26853532426749044,0.30806941716331665,0.94,200,145.13,103.0
